sh	depth	sourceId	sourceTerm	typeTerm	relationshipGroup	destinationTerm	pattern
CF	6	5724005	Lathyrus species poisoning (disorder)	Causative agent (attribute)	0	Beta-aminoproprionitrile (substance)	['116680003-CF', '246075003-OR', '246075003-SU', '363698007-BS']
CF	6	5724005	Lathyrus species poisoning (disorder)	Finding site (attribute)	0	Structure of nervous system (body structure)	['116680003-CF', '246075003-OR', '246075003-SU', '363698007-BS']
CF	6	5724005	Lathyrus species poisoning (disorder)	Is a (attribute)	0	Family fabaceae poisoning (disorder)	['116680003-CF', '246075003-OR', '246075003-SU', '363698007-BS']
CF	6	5724005	Lathyrus species poisoning (disorder)	Is a (attribute)	0	Disorder primarily affecting the motor pathways (disorder)	['116680003-CF', '246075003-OR', '246075003-SU', '363698007-BS']
CF	6	5724005	Lathyrus species poisoning (disorder)	Is a (attribute)	0	Toxic effect of food contaminant (disorder)	['116680003-CF', '246075003-OR', '246075003-SU', '363698007-BS']
CF	6	71305001	Benign paroxysmal vertigo of childhood (disorder)	Clinical course (attribute)	0	Sudden onset AND/OR short duration (qualifier value)	['116680003-CF', '246454002-QV', '263502005-QV']
CF	6	71305001	Benign paroxysmal vertigo of childhood (disorder)	Is a (attribute)	0	Benign paroxysmal positional vertigo (disorder)	['116680003-CF', '246454002-QV', '263502005-QV']
CF	6	71305001	Benign paroxysmal vertigo of childhood (disorder)	Occurrence (attribute)	0	Childhood (qualifier value)	['116680003-CF', '246454002-QV', '263502005-QV']
CF	7	103009000	Headache due to cold exposure (finding)	Due to (attribute)	0	Cold exposure (event)	['116680003-CF', '363698007-BS', '42752001-EV']
CF	7	103009000	Headache due to cold exposure (finding)	Finding site (attribute)	0	Head structure (body structure)	['116680003-CF', '363698007-BS', '42752001-EV']
CF	7	103009000	Headache due to cold exposure (finding)	Is a (attribute)	0	Headache (finding)	['116680003-CF', '363698007-BS', '42752001-EV']
CF	7	109861009	Endometriosis of the spermatic cord following estrogen therapy (disorder)	After (attribute)	0	Estrogen hormone therapy (procedure)	['116676008-BS', '116680003-CF', '246075003-SU', '255234002-PR', '363698007-BS']
CF	7	109861009	Endometriosis of the spermatic cord following estrogen therapy (disorder)	Causative agent (attribute)	0	Estrogen (substance)	['116676008-BS', '116680003-CF', '246075003-SU', '255234002-PR', '363698007-BS']
CF	7	109861009	Endometriosis of the spermatic cord following estrogen therapy (disorder)	Is a (attribute)	0	Disorder of spermatic cord (disorder)	['116676008-BS', '116680003-CF', '246075003-SU', '255234002-PR', '363698007-BS']
CF	7	109861009	Endometriosis of the spermatic cord following estrogen therapy (disorder)	Associated morphology (attribute)	1	Endometriosis (morphologic abnormality)	['116676008-BS', '116680003-CF', '246075003-SU', '255234002-PR', '363698007-BS']
CF	7	109861009	Endometriosis of the spermatic cord following estrogen therapy (disorder)	Finding site (attribute)	1	Spermatic cord structure (body structure)	['116676008-BS', '116680003-CF', '246075003-SU', '255234002-PR', '363698007-BS']
CF	7	110314001	Insufficient clinical crown height due to altered passive eruption (finding)	Due to (attribute)	0	Altered passive eruption of teeth (disorder)	['116680003-CF', '363713009-QV', '363714003-OE', '42752001-CF']
CF	7	110314001	Insufficient clinical crown height due to altered passive eruption (finding)	Is a (attribute)	0	Insufficient clinical crown height (finding)	['116680003-CF', '363713009-QV', '363714003-OE', '42752001-CF']
CF	7	110314001	Insufficient clinical crown height due to altered passive eruption (finding)	Has interpretation (attribute)	1	Insufficient (qualifier value)	['116680003-CF', '363713009-QV', '363714003-OE', '42752001-CF']
CF	7	110314001	Insufficient clinical crown height due to altered passive eruption (finding)	Interprets (attribute)	1	Height of crown of tooth (observable entity)	['116680003-CF', '363713009-QV', '363714003-OE', '42752001-CF']
CF	7	115664001	Photoallergy (disorder)	Causative agent (attribute)	0	Photoallergens (substance)	['116680003-CF', '246075003-PF', '246075003-SU']
CF	7	115664001	Photoallergy (disorder)	Causative agent (attribute)	0	Light, electromagnetic radiation (physical force)	['116680003-CF', '246075003-PF', '246075003-SU']
CF	7	115664001	Photoallergy (disorder)	Is a (attribute)	0	Allergic contact dermatitis (disorder)	['116680003-CF', '246075003-PF', '246075003-SU']
CF	7	14900002	Radiotherapy-induced hypopituitarism (disorder)	After (attribute)	0	Radiation oncology AND/OR radiotherapy (procedure)	['116680003-CF', '246075003-PF', '255234002-PR', '363698007-BS']
CF	7	14900002	Radiotherapy-induced hypopituitarism (disorder)	Causative agent (attribute)	0	Ionizing radiation (physical force)	['116680003-CF', '246075003-PF', '255234002-PR', '363698007-BS']
CF	7	14900002	Radiotherapy-induced hypopituitarism (disorder)	Finding site (attribute)	0	Pituitary structure (body structure)	['116680003-CF', '246075003-PF', '255234002-PR', '363698007-BS']
CF	7	14900002	Radiotherapy-induced hypopituitarism (disorder)	Is a (attribute)	0	Adverse effect of radiation therapy (disorder)	['116680003-CF', '246075003-PF', '255234002-PR', '363698007-BS']
CF	7	14900002	Radiotherapy-induced hypopituitarism (disorder)	Is a (attribute)	0	Iatrogenic hypopituitarism (disorder)	['116680003-CF', '246075003-PF', '255234002-PR', '363698007-BS']
CF	7	186478009	Acute paralytic poliomyelitis, vaccine-associated (disorder)	Associated with (attribute)	0	Poliomyelitis vaccination (procedure)	['116676008-BS', '116680003-CF', '246075003-OR', '263502005-QV', '363698007-BS', '47429007-PR']
CF	7	186478009	Acute paralytic poliomyelitis, vaccine-associated (disorder)	Causative agent (attribute)	0	Human poliovirus (organism)	['116676008-BS', '116680003-CF', '246075003-OR', '263502005-QV', '363698007-BS', '47429007-PR']
CF	7	186478009	Acute paralytic poliomyelitis, vaccine-associated (disorder)	Clinical course (attribute)	0	Sudden onset AND/OR short duration (qualifier value)	['116676008-BS', '116680003-CF', '246075003-OR', '263502005-QV', '363698007-BS', '47429007-PR']
CF	7	186478009	Acute paralytic poliomyelitis, vaccine-associated (disorder)	Is a (attribute)	0	Acute paralytic poliomyelitis (disorder)	['116676008-BS', '116680003-CF', '246075003-OR', '263502005-QV', '363698007-BS', '47429007-PR']
CF	7	186478009	Acute paralytic poliomyelitis, vaccine-associated (disorder)	Associated morphology (attribute)	1	Inflammation (morphologic abnormality)	['116676008-BS', '116680003-CF', '246075003-OR', '263502005-QV', '363698007-BS', '47429007-PR']
CF	7	186478009	Acute paralytic poliomyelitis, vaccine-associated (disorder)	Finding site (attribute)	1	Structure of central nervous system (body structure)	['116676008-BS', '116680003-CF', '246075003-OR', '263502005-QV', '363698007-BS', '47429007-PR']
CF	7	232430006	Recurrent allergic croup (disorder)	Clinical course (attribute)	0	Recurrent (qualifier value)	['116680003-CF', '263502005-QV', '370135005-QV', '42752001-CF']
CF	7	232430006	Recurrent allergic croup (disorder)	Due to (attribute)	0	Allergic reaction (disorder)	['116680003-CF', '263502005-QV', '370135005-QV', '42752001-CF']
CF	7	232430006	Recurrent allergic croup (disorder)	Is a (attribute)	0	Croup (disorder)	['116680003-CF', '263502005-QV', '370135005-QV', '42752001-CF']
CF	7	232430006	Recurrent allergic croup (disorder)	Pathological process (attribute)	0	Allergic process (qualifier value)	['116680003-CF', '263502005-QV', '370135005-QV', '42752001-CF']
CF	7	235865005	Hepatitis D superinfection of hepatitis B carrier (disorder)	Associated with (attribute)	0	Hepatitis B carrier (finding)	['116680003-CF', '246075003-OR', '47429007-CF']
CF	7	235865005	Hepatitis D superinfection of hepatitis B carrier (disorder)	Causative agent (attribute)	0	Hepatitis D virus (organism)	['116680003-CF', '246075003-OR', '47429007-CF']
CF	7	235865005	Hepatitis D superinfection of hepatitis B carrier (disorder)	Is a (attribute)	0	Viral hepatitis (disorder)	['116680003-CF', '246075003-OR', '47429007-CF']
CF	7	240551003	Chronic congenital cytomegalic inclusion disease (disorder)	Associated morphology (attribute)	0	Cytomegalovirus inclusion body (morphologic abnormality)	['116676008-BS', '116680003-CF', '246075003-OR', '246454002-QV', '263502005-QV']
CF	7	240551003	Chronic congenital cytomegalic inclusion disease (disorder)	Causative agent (attribute)	0	Human cytomegalovirus 5 (organism)	['116676008-BS', '116680003-CF', '246075003-OR', '246454002-QV', '263502005-QV']
CF	7	240551003	Chronic congenital cytomegalic inclusion disease (disorder)	Clinical course (attribute)	0	Chronic (qualifier value)	['116676008-BS', '116680003-CF', '246075003-OR', '246454002-QV', '263502005-QV']
CF	7	240551003	Chronic congenital cytomegalic inclusion disease (disorder)	Is a (attribute)	0	Congenital cytomegalovirus infection (disorder)	['116676008-BS', '116680003-CF', '246075003-OR', '246454002-QV', '263502005-QV']
CF	7	240551003	Chronic congenital cytomegalic inclusion disease (disorder)	Occurrence (attribute)	0	Congenital (qualifier value)	['116676008-BS', '116680003-CF', '246075003-OR', '246454002-QV', '263502005-QV']
CF	7	409637001	Inadvertent inoculation with vaccinia virus following contact with smallpox vaccination site (disorder)	After (attribute)	0	Smallpox vaccination (procedure)	['116680003-CF', '246075003-OR', '255234002-PR', '370135005-QV']
CF	7	409637001	Inadvertent inoculation with vaccinia virus following contact with smallpox vaccination site (disorder)	Causative agent (attribute)	0	Vaccinia virus (organism)	['116680003-CF', '246075003-OR', '255234002-PR', '370135005-QV']
CF	7	409637001	Inadvertent inoculation with vaccinia virus following contact with smallpox vaccination site (disorder)	Is a (attribute)	0	Complication of smallpox vaccination (disorder)	['116680003-CF', '246075003-OR', '255234002-PR', '370135005-QV']
CF	7	409637001	Inadvertent inoculation with vaccinia virus following contact with smallpox vaccination site (disorder)	Pathological process (attribute)	0	Infectious process (qualifier value)	['116680003-CF', '246075003-OR', '255234002-PR', '370135005-QV']
CF	7	416050006	Neoplastic masquerade syndrome (disorder)	Associated with (attribute)	0	Neoplastic disease (disorder)	['116680003-CF', '363698007-BS', '363705008-CF', '47429007-CF']
CF	7	416050006	Neoplastic masquerade syndrome (disorder)	Finding site (attribute)	0	Structure of eye proper (body structure)	['116680003-CF', '363698007-BS', '363705008-CF', '47429007-CF']
CF	7	416050006	Neoplastic masquerade syndrome (disorder)	Has definitional manifestation (attribute)	0	Vitreous cells (finding)	['116680003-CF', '363698007-BS', '363705008-CF', '47429007-CF']
CF	7	416050006	Neoplastic masquerade syndrome (disorder)	Is a (attribute)	0	Masquerade syndrome (disorder)	['116680003-CF', '363698007-BS', '363705008-CF', '47429007-CF']
CF	8	47337003	After-cataract (disorder)	After (attribute)	0	Extraction of cataract (procedure)	['116676008-BS', '116680003-CF', '255234002-PR', '363698007-BS', '363705008-CF']
CF	8	47337003	After-cataract (disorder)	Has definitional manifestation (attribute)	0	Lens capsule opacity in pseudophakia (finding)	['116676008-BS', '116680003-CF', '255234002-PR', '363698007-BS', '363705008-CF']
CF	8	47337003	After-cataract (disorder)	Is a (attribute)	0	Cataract (disorder)	['116676008-BS', '116680003-CF', '255234002-PR', '363698007-BS', '363705008-CF']
CF	8	47337003	After-cataract (disorder)	Associated morphology (attribute)	1	Cataract (morphologic abnormality)	['116676008-BS', '116680003-CF', '255234002-PR', '363698007-BS', '363705008-CF']
CF	8	47337003	After-cataract (disorder)	Finding site (attribute)	1	Structure of lens capsule (body structure)	['116676008-BS', '116680003-CF', '255234002-PR', '363698007-BS', '363705008-CF']
CF	8	67896006	Post-kala-azar dermal leishmaniasis (disorder)	After (attribute)	0	Visceral leishmaniasis (disorder)	['116680003-CF', '246075003-OR', '255234002-CF', '363698007-BS']
CF	8	67896006	Post-kala-azar dermal leishmaniasis (disorder)	Causative agent (attribute)	0	Leishmania donovani complex (organism)	['116680003-CF', '246075003-OR', '255234002-CF', '363698007-BS']
CF	8	67896006	Post-kala-azar dermal leishmaniasis (disorder)	Finding site (attribute)	0	Skin structure (body structure)	['116680003-CF', '246075003-OR', '255234002-CF', '363698007-BS']
CF	8	67896006	Post-kala-azar dermal leishmaniasis (disorder)	Is a (attribute)	0	Leishmanid (disorder)	['116680003-CF', '246075003-OR', '255234002-CF', '363698007-BS']
CF	9	232433008	Adult acute epiglottitis and supraglottitis (disorder)	Clinical course (attribute)	0	Sudden onset AND/OR short duration (qualifier value)	['116676008-BS', '116680003-CF', '246454002-QV', '263502005-QV', '363698007-BS']
CF	9	232433008	Adult acute epiglottitis and supraglottitis (disorder)	Is a (attribute)	0	Acute epiglottitis (disorder)	['116676008-BS', '116680003-CF', '246454002-QV', '263502005-QV', '363698007-BS']
CF	9	232433008	Adult acute epiglottitis and supraglottitis (disorder)	Occurrence (attribute)	0	Adulthood (qualifier value)	['116676008-BS', '116680003-CF', '246454002-QV', '263502005-QV', '363698007-BS']
CF	9	232433008	Adult acute epiglottitis and supraglottitis (disorder)	Associated morphology (attribute)	1	Acute inflammation (morphologic abnormality)	['116676008-BS', '116680003-CF', '246454002-QV', '263502005-QV', '363698007-BS']
CF	9	232433008	Adult acute epiglottitis and supraglottitis (disorder)	Finding site (attribute)	1	Epiglottis structure (body structure)	['116676008-BS', '116680003-CF', '246454002-QV', '263502005-QV', '363698007-BS']
CF	9	707441009	Milk-induced pulmonary disease in infant (disorder)	Is a (attribute)	0	Secondary hemosiderosis (disorder)	['116680003-CF', '246075003-SU', '246454002-QV', '363698007-BS']
CF	9	707441009	Milk-induced pulmonary disease in infant (disorder)	Is a (attribute)	0	Non-immunoglobulin E-mediated allergic disorder (disorder)	['116680003-CF', '246075003-SU', '246454002-QV', '363698007-BS']
CF	9	707441009	Milk-induced pulmonary disease in infant (disorder)	Causative agent (attribute)	1	Cow's milk (substance)	['116680003-CF', '246075003-SU', '246454002-QV', '363698007-BS']
CF	9	707441009	Milk-induced pulmonary disease in infant (disorder)	Finding site (attribute)	1	Lung structure (body structure)	['116680003-CF', '246075003-SU', '246454002-QV', '363698007-BS']
CF	9	707441009	Milk-induced pulmonary disease in infant (disorder)	Occurrence (attribute)	1	Infancy (qualifier value)	['116680003-CF', '246075003-SU', '246454002-QV', '363698007-BS']
CF	10	236693000	Post-catheterization urethral stricture (disorder)	After (attribute)	0	Insertion of urethral catheter (procedure)	['116676008-BS', '116680003-CF', '255234002-PR', '363698007-BS', '47429007-PO']
CF	10	236693000	Post-catheterization urethral stricture (disorder)	Associated with (attribute)	0	Urethral catheter, device (physical object)	['116676008-BS', '116680003-CF', '255234002-PR', '363698007-BS', '47429007-PO']
CF	10	236693000	Post-catheterization urethral stricture (disorder)	Is a (attribute)	0	Complication of urinary catheter (disorder)	['116676008-BS', '116680003-CF', '255234002-PR', '363698007-BS', '47429007-PO']
CF	10	236693000	Post-catheterization urethral stricture (disorder)	Is a (attribute)	0	Urethral stricture (disorder)	['116676008-BS', '116680003-CF', '255234002-PR', '363698007-BS', '47429007-PO']
CF	10	236693000	Post-catheterization urethral stricture (disorder)	Associated morphology (attribute)	1	Stricture (morphologic abnormality)	['116676008-BS', '116680003-CF', '255234002-PR', '363698007-BS', '47429007-PO']
CF	10	236693000	Post-catheterization urethral stricture (disorder)	Finding site (attribute)	1	Urethral structure (body structure)	['116676008-BS', '116680003-CF', '255234002-PR', '363698007-BS', '47429007-PO']
